"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.35964783465367	-0.0597419706712674	0.611702288982098	0.62599154485351	0.825358874771516	0.478826225077837	0.638925036628615	NA	"abundance"	65	49
"PWY-7528: L-methionine salvage cycle I (bacteria and plants)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.34167182881179	-0.0597419706712674	0.57108935069998	0.625672240048649	0.825358874771516	0.100153199566133	0.520349996941037	NA	"abundance"	65	29
"P441-PWY: superpathway of N-acetylneuraminate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.028711963644949	-0.0597419706712674	0.180847003230027	0.628676826094619	0.827456639489136	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"PWY-5130: 2-oxobutanoate degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.183388140245586	-0.0597419706712674	0.510787849414432	0.63609255012391	0.835952445026891	0.0538999391283942	0.520349996941037	NA	"abundance"	65	49
"PWY-7873: D-erythronate degradation II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.24119765333717	0	0.512188782322484	0.637701055340461	0.836802289813275	0.395928437739427	0.599432130118737	NA	"prevalence"	65	34
"TEICHOICACID-PWY: poly(glycerol phosphate) wall teichoic acid biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.275838115844311	-0.0597419706712674	0.456640351738062	0.639116956509672	0.837397217113576	0.869763428921158	0.925054013644752	NA	"abundance"	65	35
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.00844689720609627	-0.0597419706712674	0.108141623921794	0.645061608716958	0.84391518734399	0.533491474867222	0.66643230272175	NA	"abundance"	65	60
"FERMENTATION-PWY: mixed acid fermentation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.102731990288106	-0.0597419706712674	0.0916128257981798	0.651058120427577	0.845403828017898	0.0856261230209752	0.520349996941037	NA	"abundance"	65	59
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0175159212042152	-0.0597419706712674	0.0898254919100432	0.650218548845985	0.845403828017898	0.148050715257361	0.520349996941037	NA	"abundance"	65	58
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0362440211697516	-0.0597419706712674	0.208392481185262	0.647914934509176	0.845403828017898	0.458768484634717	0.627560662943716	NA	"abundance"	65	56
"PWY0-1061: superpathway of L-alanine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0439643026773667	-0.0597419706712674	0.225954720783354	0.649238595530883	0.845403828017898	0.499447311951921	0.638999418375949	NA	"abundance"	65	58
"P221-PWY: octane oxidation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.2441271224326	0	0.539550920319714	0.650935077419023	0.845403828017898	0.104247421289883	0.520349996941037	NA	"prevalence"	65	39
"PWY-6396: superpathway of 2,3-butanediol biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.242946123178868	0	0.538971057540433	0.652163162870459	0.845576679131593	0.879009534735717	0.932607677097651	NA	"prevalence"	65	23
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.147394397932695	-0.0597419706712674	0.194272164271901	0.655496455674356	0.847636858576044	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-7209: superpathway of pyrimidine ribonucleosides degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.298908594443942	-0.0597419706712674	0.79673727247263	0.655700696346756	0.847636858576044	0.180533182123599	0.520349996941037	NA	"abundance"	65	32
"PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.27304125233688	-0.0597419706712674	0.478604671255888	0.657693186841707	0.848951146220008	0.638147311225432	0.752203584775604	NA	"abundance"	65	48
"LIPASYN-PWY: phospholipases"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.18446700493001	-0.0597419706712674	0.283278022336264	0.662277401441581	0.853445014260052	0.839663903796049	0.899639896924338	NA	"abundance"	65	47
"PWY-6604: superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.129213842061702	-0.0597419706712674	0.429479708257728	0.663136585792868	0.853445014260052	0.886523040168714	0.93829080893769	NA	"abundance"	65	33
"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.310312474287106	-0.0597419706712674	0.574220396126818	0.664244949876656	0.853608724361433	0.228562738111666	0.520349996941037	NA	"abundance"	65	53
"PWY-7723: bacterial bioluminescence"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.223581014081634	-0.0597419706712674	0.654294377437048	0.669176495621717	0.858677804116362	0.313932571507213	0.541524077293027	NA	"abundance"	65	25
"PWY-5692: allantoin degradation to glyoxylate II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.429520469748243	-0.0597419706712674	0.867649376324338	0.672389884213271	0.859051325836337	0.892671612034206	0.940250692932576	NA	"abundance"	65	38
"PWY-6612: superpathway of tetrahydrofolate biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0976929624238854	-0.0597419706712674	0.369909228847495	0.672373084743895	0.859051325836337	0.416157229109586	0.599432130118737	NA	"abundance"	65	54
"URDEGR-PWY: superpathway of allantoin degradation in plants"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.429520469748243	-0.0597419706712674	0.867649376324338	0.672429830913271	0.859051325836337	0.892697784324492	0.940250692932576	NA	"abundance"	65	38
"PWY-5097: L-lysine biosynthesis VI"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0182279898498928	-0.0597419706712674	0.0964052902919632	0.676291049038019	0.85973629794978	0.288483528352853	0.520349996941037	NA	"abundance"	65	59
"PWY-5918: superpathway of heme b biosynthesis from glutamate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.246951705974086	-0.0597419706712674	0.444324907833008	0.675152333961227	0.85973629794978	0.0706184068099794	0.520349996941037	NA	"abundance"	65	55
"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.325911478832144	-0.0597419706712674	0.631635467265193	0.675361420747465	0.85973629794978	0.44361453775124	0.620948480577948	NA	"abundance"	65	49
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.140995007041161	-0.0597419706712674	0.193019328597327	0.676918809305287	0.85973629794978	0.499447821259363	0.638999418375949	NA	"abundance"	65	58
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0133444443770665	-0.0597419706712674	0.110633113702189	0.682171638661986	0.863885481275005	0.288482895741157	0.520349996941037	NA	"abundance"	65	59
"RHAMCAT-PWY: L-rhamnose degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.00887337562455367	-0.0597419706712674	0.164239796986342	0.681639229863042	0.863885481275005	0.288482301350024	0.520349996941037	NA	"abundance"	65	59
"COLANSYN-PWY: colanic acid building blocks biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0158304349753455	-0.0597419706712674	0.185089508489636	0.68631793267441	0.864105067187753	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-5920: superpathway of heme b biosynthesis from glycine"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.290750251896315	-0.0597419706712674	0.564460978106598	0.684118224912268	0.864105067187753	0.788696955667812	0.859857583246863	NA	"abundance"	65	47
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0116263143879523	-0.0597419706712674	0.115932749525333	0.685942601119592	0.864105067187753	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.213560416988816	0	0.525887154613796	0.684672418092134	0.864105067187753	0.900568516088138	0.945872841592857	NA	"prevalence"	65	41
"METH-ACETATE-PWY: methanogenesis from acetate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.114065985777324	-0.0597419706712674	0.431549984348564	0.689471818815983	0.865570681630454	0.776114413100167	0.852549923481244	NA	"abundance"	65	37
"PWY66-399: gluconeogenesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.027481372938799	-0.0597419706712674	0.216069994536558	0.68933509677818	0.865570681630454	0.0634856156303186	0.520349996941037	NA	"abundance"	65	55
"PWY-5989: stearate biosynthesis II (bacteria and plants)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.287710851973506	0	0.725393598116467	0.691642371027392	0.866510693457445	0.904915572654391	0.945872841592857	NA	"prevalence"	65	56
"PWY-7805: (aminomethyl)phosphonate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.204805301259991	0	0.517375549014507	0.692212565463131	0.866510693457445	0.905266895141213	0.945872841592857	NA	"prevalence"	65	37
"LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.355559076081504	-0.0597419706712674	0.748270220012708	0.696700927871163	0.870876159838953	0.908009672845786	0.945872841592857	NA	"abundance"	65	21
"PWY-5705: allantoin degradation to glyoxylate III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.21562875979768	0	0.556071407777719	0.698184983904615	0.871479104730295	0.908907696059343	0.945872841592857	NA	"prevalence"	65	46
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.155908986196069	-0.0597419706712674	0.249079088265159	0.701271945069592	0.872827742790479	0.416157478841054	0.599432130118737	NA	"abundance"	65	54
"PANTO-PWY: phosphopantothenate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0169142494625998	-0.0597419706712674	0.108616632061612	0.701145532144416	0.872827742790479	0.499447311951921	0.638999418375949	NA	"abundance"	65	58
"PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.280854285751772	-0.0597419706712674	0.573607802042047	0.702645617978807	0.873288125202232	0.152987818237316	0.520349996941037	NA	"abundance"	65	30
"P108-PWY: pyruvate fermentation to propanoate I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0430038539291741	-0.0597419706712674	0.269065935632611	0.704801821375186	0.874718380308718	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"VALSYN-PWY: L-valine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0157019336700702	-0.0597419706712674	0.116569012741062	0.711977621513243	0.882365428371113	0.291874481042789	0.520349996941037	NA	"abundance"	65	61
"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.00172929166416693	-0.0597419706712674	0.157743712385522	0.718055986892039	0.888050337273162	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY-7807: glyphosate degradation III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.382928023551776	-0.0597419706712674	0.890951799731796	0.718606249931386	0.888050337273162	0.920817557422323	0.955980041715299	NA	"abundance"	65	42
"PWY0-1261: anhydromuropeptides recycling I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.195321917583822	-0.0597419706712674	0.377641801677575	0.721091294183539	0.88985734175841	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.251262523145825	-0.0597419706712674	0.537368733114711	0.722781439457139	0.88993762204915	0.0372642950062896	0.520349996941037	NA	"abundance"	65	56
"PWY-6604: superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.18007779227979	0	0.510398001062209	0.724224608851034	0.88993762204915	0.886523040168714	0.93829080893769	NA	"prevalence"	65	33
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.180077792264518	0	0.510398947393581	0.724225099322756	0.88993762204915	0.456083866193647	0.627560662943716	NA	"prevalence"	65	33
"PWY0-1479: tRNA processing"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.161736911595694	-0.0597419706712674	0.289811326839112	0.726517594428902	0.891495496689908	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.264506932663941	-0.0597419706712674	0.613466819537891	0.740006760187155	0.899170225367074	0.478826399811762	0.638925036628615	NA	"abundance"	65	49
"P161-PWY: acetylene degradation (anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0178918983386021	-0.0597419706712674	0.22866816301932	0.736245748136935	0.899170225367074	0.288482301350024	0.520349996941037	NA	"abundance"	65	59
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.281653505512393	-0.0597419706712674	0.658400999019762	0.73743930644306	0.899170225367074	0.443615225429313	0.620948480577948	NA	"abundance"	65	49
"PWY-6583: pyruvate fermentation to butanol I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.00967840418133698	-0.0597419706712674	0.204046618486055	0.737288089432312	0.899170225367074	0.851929641072725	0.909851364967367	NA	"abundance"	65	44
"PWY66-389: phytol degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.195439457355722	-0.0597419706712674	0.399716674526909	0.735479754622199	0.899170225367074	0.276659232587715	0.520349996941037	NA	"abundance"	65	57
"PWY-5692: allantoin degradation to glyoxylate II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.17250230318568	0	0.51981301956089	0.739999109309716	0.899170225367074	0.892671612034206	0.940250692932576	NA	"prevalence"	65	38
"URDEGR-PWY: superpathway of allantoin degradation in plants"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.17250230318568	0	0.51981301956089	0.739999109309716	0.899170225367074	0.892697784324492	0.940250692932576	NA	"prevalence"	65	38
"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0972575493397265	-0.0597419706712674	0.110921220059634	0.741907839388047	0.900222901349513	0.288482895741157	0.520349996941037	NA	"abundance"	65	59
"PWY0-1337: oleate &beta;-oxidation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.169889675408046	0	0.527045248531397	0.747192388151953	0.905372392328968	0.936088311391687	0.96838018346274	NA	"prevalence"	65	40
"AEROBACTINSYN-PWY: aerobactin biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.164295581885236	0	0.516240842919157	0.750292467266874	0.906682516794521	0.937646148096335	0.96838018346274	NA	"prevalence"	65	27
"PWY-6565: superpathway of polyamine biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.164250620222567	0	0.516239596038546	0.750357944933397	0.906682516794521	0.212199454745744	0.520349996941037	NA	"prevalence"	65	38
"DAPLYSINESYN-PWY: L-lysine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.00197858893594783	-0.0597419706712674	0.198301755556636	0.758997883040935	0.910797459649122	0.142766862320853	0.520349996941037	NA	"abundance"	65	56
"GALACTITOLCAT-PWY: galactitol degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.243106502406023	-0.0597419706712674	0.588280813475498	0.756494201768902	0.910797459649122	0.774612595986624	0.852549923481244	NA	"abundance"	65	52
"PWY-5675: nitrate reduction V (assimilatory)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.289116380705795	-0.0597419706712674	0.731526762045816	0.755167455209858	0.910797459649122	0.537654845617431	0.66643230272175	NA	"abundance"	65	51
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.107089905445043	-0.0597419706712674	0.15100164453299	0.757342808442506	0.910797459649122	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY-7874: L-threonate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.186979555711751	-0.0597419706712674	0.797928847204943	0.758850045241556	0.910797459649122	0.94184669932	0.96838018346274	NA	"abundance"	65	38
"GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.178688576628691	-0.0597419706712674	0.408509417167277	0.772066363688004	0.913407852678289	0.589924658436621	0.70780974111234	NA	"abundance"	65	53
"PENTOSE-P-PWY: pentose phosphate pathway"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0590836226908359	-0.0597419706712674	0.403827971642524	0.769788928393972	0.913407852678289	0.0745244581129827	0.520349996941037	NA	"abundance"	65	57
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.108944567118011	-0.0597419706712674	0.571845349252611	0.769591971458085	0.913407852678289	0.776114231755624	0.852549923481244	NA	"abundance"	65	37
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.259545743870932	-0.0597419706712674	0.688320989487337	0.772722045484162	0.913407852678289	0.948344731391097	0.96838018346274	NA	"abundance"	65	48
"PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.260300256645847	-0.0597419706712674	0.682324625214157	0.770329788258917	0.913407852678289	0.900568516088138	0.945872841592857	NA	"abundance"	65	41
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.182687389266679	-0.0597419706712674	0.412986457633467	0.767156902265768	0.913407852678289	0.23503972821651	0.520349996941037	NA	"abundance"	65	53
"UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.126180395036994	-0.0597419706712674	0.610013025083332	0.762459373508477	0.913407852678289	0.82602998828459	0.889417139272957	NA	"abundance"	65	34
"PWY-5104: L-isoleucine biosynthesis IV"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.155452098821508	0	0.53625725476167	0.771905409356193	0.913407852678289	0.947972857719034	0.96838018346274	NA	"prevalence"	65	43
"PWY-6285: superpathway of fatty acids biosynthesis (E. coli)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.155496533409767	0	0.536257432567591	0.771842090768725	0.913407852678289	0.947943968455213	0.96838018346274	NA	"prevalence"	65	43
"PWY-7858: (5Z)-dodecenoate biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.155496533409767	0	0.536257432567591	0.771842090768725	0.913407852678289	0.792802639841723	0.862172870827873	NA	"prevalence"	65	43
"PWY0-42: 2-methylcitrate cycle I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.160050089349868	0	0.539139064802283	0.766571601987997	0.913407852678289	0.94551118300155	0.96838018346274	NA	"prevalence"	65	43
"GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.191105763945943	-0.0597419706712674	0.475841079318431	0.785505740698254	0.919737116420656	0.677855241783655	0.771903220355733	NA	"abundance"	65	22
"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0790353947100892	-0.0597419706712674	0.509622972644534	0.786533809904561	0.919737116420656	0.74835619526072	0.83044712272155	NA	"abundance"	65	52
"PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0176131177924501	-0.0597419706712674	0.278224085311512	0.782395894862264	0.919737116420656	0.257763429620577	0.520349996941037	NA	"abundance"	65	55
"SALVADEHYPOX-PWY: adenosine nucleotides degradation II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0381649495968952	-0.0597419706712674	0.350816509536838	0.781323339160662	0.919737116420656	0.142766152897945	0.520349996941037	NA	"abundance"	65	56
"SO4ASSIM-PWY: assimilatory sulfate reduction I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.132319668461357	-0.0597419706712674	0.257399818346023	0.77940522310135	0.919737116420656	0.0856261230209752	0.520349996941037	NA	"abundance"	65	59
"PWY-5004: superpathway of L-citrulline metabolism"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.157577059947526	0	0.578775895309517	0.785422728339872	0.919737116420656	0.550115149905641	0.679829801729982	NA	"prevalence"	65	48
"PWY-5747: 2-methylcitrate cycle II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.146410074818054	0	0.535319655054603	0.784468678179686	0.919737116420656	0.953546249314388	0.970475110973557	NA	"prevalence"	65	40
"TEICHOICACID-PWY: poly(glycerol phosphate) wall teichoic acid biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.141085227882824	0	0.51243376341538	0.78306745570351	0.919737116420656	0.869763428921158	0.925054013644752	NA	"prevalence"	65	35
"FAO-PWY: fatty acid &beta;-oxidation I (generic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.154153796012994	0	0.5759742018083	0.788976357205341	0.920119880386926	0.955469022181672	0.970475110973557	NA	"prevalence"	65	48
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.154153796012994	0	0.5759742018083	0.788976357205341	0.920119880386926	0.948344731391097	0.96838018346274	NA	"prevalence"	65	48
"PWY-5156: superpathway of fatty acid biosynthesis II (plant)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0693579691764039	-0.0597419706712674	0.484549468992724	0.79285089277026	0.923400638166167	0.957089247373922	0.970475110973557	NA	"abundance"	65	20
"PWY-6588: pyruvate fermentation to acetone"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0789698451289458	-0.0597419706712674	0.5307902162101	0.795145345615719	0.923600067671129	0.579433572486977	0.70409283313372	NA	"abundance"	65	41
"PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0630632047800879	-0.0597419706712674	0.469731990925877	0.794928253725183	0.923600067671129	0.096521805375135	0.520349996941037	NA	"abundance"	65	48
"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.193570986442792	-0.0597419706712674	0.521887665287069	0.798616998322291	0.926395718053858	0.959444886635276	0.970601222526384	NA	"abundance"	65	50
"LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.13470072318649	0	0.541953825605305	0.803711601455789	0.931064038970089	0.839401565137351	0.899639896924338	NA	"prevalence"	65	22
"FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.132293015869083	-0.0597419706712674	0.29779995072588	0.808705023450234	0.931458625827049	0.598772207295454	0.713605233352116	NA	"abundance"	65	53
"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.0296640322003595	-0.0597419706712674	0.125342621190033	0.813687994975353	0.931458625827049	0.661921693867901	0.761735282625759	NA	"abundance"	65	55
"PWY-6594: superpathway of Clostridium acetobutylicum solventogenic fermentation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0567820793709401	-0.0597419706712674	0.480095901757734	0.809772597881502	0.931458625827049	0.826033389117872	0.889417139272957	NA	"abundance"	65	34
"PWY-922: mevalonate pathway I (eukaryotes and bacteria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.131120681768134	-0.0597419706712674	0.778859995349378	0.808161762236798	0.931458625827049	0.469062980269435	0.638925036628615	NA	"abundance"	65	29
"PWY-3801: sucrose degradation II (sucrose synthase)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.120627843765769	0	0.511143053996229	0.813435580359129	0.931458625827049	0.06211456496561	0.520349996941037	NA	"prevalence"	65	35
"PWY-6313: serotonin degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.120627843772712	0	0.511142569182895	0.813435406654992	0.931458625827049	0.222137953203015	0.520349996941037	NA	"prevalence"	65	30
"PWY-6572: chondroitin sulfate degradation I (bacterial)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.120627843132869	0	0.511141892565848	0.813435165214888	0.931458625827049	0.74457454557872	0.83044712272155	NA	"prevalence"	65	30
"PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.12062784318449	0	0.511141970684753	0.813435193124198	0.931458625827049	0.64331576154814	0.752264398584519	NA	"prevalence"	65	30
"PWY6666-2: dopamine degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.120627843173659	0	0.511141884369454	0.81343516221644	0.931458625827049	0.752930756657933	0.833396639048857	NA	"prevalence"	65	30
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.160140836934695	-0.0597419706712674	0.427612785983186	0.815252883941162	0.932023664952446	0.236302338636831	0.520349996941037	NA	"abundance"	65	55
"PWY-7094: fatty acid salvage"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.176430004447177	-0.0597419706712674	0.508286416366704	0.819138038749166	0.934065717116027	0.589925553333423	0.70780974111234	NA	"abundance"	65	53
"UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.00908848984029999	-0.0597419706712674	0.219430578782257	0.819186370298309	0.934065717116027	0.0745244427661943	0.520349996941037	NA	"abundance"	65	57
"PWY-5104: L-isoleucine biosynthesis IV"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0372544692919217	-0.0597419706712674	0.438352304981364	0.825999932751561	0.940602017662118	0.947972857719034	0.96838018346274	NA	"abundance"	65	43
"GALACTARDEG-PWY: D-galactarate degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.190955908469208	-0.0597419706712674	0.608230526615331	0.829961680863879	0.942396950971197	0.257762530885458	0.520349996941037	NA	"abundance"	65	55
"GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.190955908469208	-0.0597419706712674	0.608230526615331	0.829948240889644	0.942396950971197	0.257762530885458	0.520349996941037	NA	"abundance"	65	55
